Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,QoS_Label,KPI_Label,Prediction_Error,Anomaly,Observation,Possible_Root_Cause,Recommended_Action
2026-01-01 05:00:00,CELL_005,-88.57,25.89,23.95,212.48,0.21,110,Fair,Warning,1.835214,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:05:00,CELL_006,-94.14,23.08,27.59,211.26,0.7,141,Fair,Warning,2.1835763,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:20:00,CELL_005,-90.72,26.82,22.48,220.0,0.55,117,Fair,Warning,6.6173644,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:25:00,CELL_003,-94.69,26.1,30.92,205.61,0.59,163,Fair,Warning,2.0568163,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:25:00,CELL_001,-93.59,26.99,29.03,202.55,0.4,161,Fair,Warning,2.200389,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:25:00,CELL_009,-96.32,25.01,32.43,199.23,0.53,175,Fair,Warning,24.314764,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:35:00,CELL_002,-94.64,28.13,22.58,221.39,0.48,108,Fair,Warning,2.7322204,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:40:00,CELL_002,-91.16,25.3,19.13,219.52,0.29,93,Fair,Warning,1.9899622,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 05:45:00,CELL_003,-93.7,22.7,25.97,213.0,0.71,138,Fair,Warning,1.6737885,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 06:05:00,CELL_003,-92.8,28.21,26.62,198.66,0.5,132,Fair,Warning,2.0172715,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 06:25:00,CELL_009,-97.97,22.56,35.38,173.17,0.61,198,Fair,Warning,10.683476,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 06:25:00,CELL_008,-98.09,26.03,33.41,189.41,0.46,169,Fair,Warning,2.4031386,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:05:00,CELL_004,-92.76,24.32,31.61,185.96,0.8,174,Fair,Warning,1.7826371,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:05:00,CELL_007,-92.73,25.61,28.44,209.43,0.52,138,Fair,Warning,2.0853388,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:15:00,CELL_002,-89.97,29.8,22.57,229.49,0.32,105,Fair,Warning,2.457182,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:15:00,CELL_005,-94.38,23.85,29.48,198.12,0.53,157,Fair,Warning,1.8731508,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:15:00,CELL_010,-97.01,22.92,33.15,187.62,0.61,167,Fair,Warning,22.938822,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:40:00,CELL_002,-91.81,25.55,24.43,224.47,0.3,119,Fair,Warning,5.9304657,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:40:00,CELL_004,-98.72,22.85,31.38,173.49,0.51,180,Fair,Warning,2.168416,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 07:50:00,CELL_002,-91.13,26.64,22.02,234.71,0.44,113,Fair,Warning,2.152096,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 08:05:00,CELL_006,-95.09,23.99,30.52,192.53,0.37,164,Fair,Warning,2.3063061,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 08:05:00,CELL_005,-89.99,27.53,28.73,205.99,0.48,142,Fair,Warning,39.262524,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 08:15:00,CELL_006,-95.12,23.27,31.94,176.05,0.51,180,Fair,Warning,1.8214226,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 08:25:00,CELL_007,-94.3,26.45,28.18,200.91,0.48,151,Fair,Warning,2.6002924,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 08:30:00,CELL_001,-95.55,26.62,33.64,193.61,0.72,181,Fair,Warning,1.7746166,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 08:45:00,CELL_005,-96.32,24.78,26.72,219.28,0.22,133,Fair,Warning,1.8460579,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 08:55:00,CELL_001,-97.44,27.44,31.08,188.48,0.4,176,Fair,Warning,1.9287435,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 09:05:00,CELL_004,-99.61,24.35,29.34,174.25,0.7,176,Fair,Warning,3.0338383,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 09:10:00,CELL_009,-99.24,25.26,32.33,177.01,0.46,197,Fair,Warning,2.6658382,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 09:20:00,CELL_004,-94.89,24.38,29.72,195.48,0.41,184,Fair,Warning,29.68828,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 09:25:00,CELL_004,-94.3,20.68,29.55,173.49,0.33,171,Fair,Warning,1.9083982,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 09:30:00,CELL_007,-92.82,23.05,28.57,203.86,0.28,158,Fair,Warning,34.2002,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 09:30:00,CELL_010,-95.8,25.77,32.55,189.15,0.74,192,Fair,Warning,2.9520853,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 09:45:00,CELL_008,-97.92,24.61,33.69,190.07,0.59,188,Fair,Warning,4.7188344,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 09:45:00,CELL_006,-98.58,24.64,27.33,196.21,0.27,159,Fair,Warning,2.0667102,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 09:45:00,CELL_005,-93.97,25.17,31.82,195.19,0.5,173,Fair,Warning,1.9048897,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 09:55:00,CELL_003,-96.1,25.93,31.4,196.6,0.44,174,Fair,Warning,19.789263,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 10:10:00,CELL_002,-96.74,26.16,24.34,205.65,0.36,141,Fair,Warning,1.9251772,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 10:15:00,CELL_005,-94.98,26.45,29.69,199.66,0.46,155,Fair,Warning,4.9295793,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 10:40:00,CELL_003,-93.58,22.89,30.07,170.87,0.51,173,Fair,Warning,5.90041,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 10:50:00,CELL_001,-99.87,24.46,33.57,117.81,4.8,203,Poor,Critical,1.9530336,True,"High Packet Loss, High Connected Users","Backhaul issues, Cell overload","Inspect transport network, Deploy small cells or rebalance users"
2026-01-01 10:55:00,CELL_005,-94.62,25.27,30.34,202.27,0.54,152,Fair,Warning,1.7304271,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 11:10:00,CELL_008,-97.65,23.61,33.06,178.09,0.56,198,Fair,Warning,1.9139032,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 11:20:00,CELL_007,-93.26,26.47,30.8,212.33,0.55,168,Fair,Warning,1.9067721,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 11:25:00,CELL_005,-93.97,20.75,28.07,192.34,0.38,151,Fair,Warning,23.41221,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 11:35:00,CELL_001,-99.81,23.65,33.21,175.26,0.74,193,Fair,Warning,9.697278,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 11:50:00,CELL_003,-95.67,21.77,32.96,178.46,0.45,189,Fair,Warning,2.4699595,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 11:50:00,CELL_009,-98.45,27.44,40.83,176.21,0.79,222,Fair,Warning,37.771103,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 11:55:00,CELL_008,-95.28,23.31,32.27,175.0,0.57,197,Fair,Warning,2.2692444,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 12:05:00,CELL_005,-98.62,24.73,28.98,199.77,0.31,162,Fair,Warning,1.9400488,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 12:05:00,CELL_010,-96.45,24.25,30.03,188.86,0.23,186,Fair,Warning,1.8166863,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 12:10:00,CELL_010,-96.92,21.74,36.54,184.88,0.45,206,Fair,Warning,2.5416193,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 12:20:00,CELL_007,-96.39,24.85,33.65,200.13,0.73,184,Fair,Warning,6.9901485,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 12:20:00,CELL_009,-99.02,22.76,38.5,156.63,0.63,236,Fair,Warning,2.9662106,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 12:30:00,CELL_005,-92.86,22.71,30.58,187.01,0.76,177,Fair,Warning,1.8871781,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 13:00:00,CELL_005,-92.82,28.11,31.76,205.73,0.61,166,Fair,Warning,1.8088373,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 13:15:00,CELL_008,-96.87,22.07,35.45,175.72,0.8,209,Fair,Warning,1.8079891,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 13:15:00,CELL_003,-99.3,24.58,37.48,174.77,0.5,213,Fair,Warning,2.571541,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 13:20:00,CELL_008,-99.09,25.08,33.97,184.94,0.73,211,Fair,Warning,1.9377409,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 13:40:00,CELL_004,-99.76,22.96,37.02,175.45,0.82,225,Fair,Warning,2.760395,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 13:45:00,CELL_002,-95.22,24.63,29.91,197.24,0.52,155,Fair,Warning,18.151266,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 14:00:00,CELL_003,-98.1,24.3,35.56,173.68,0.91,201,Fair,Warning,3.1240168,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 14:10:00,CELL_003,-95.28,23.92,32.89,185.81,0.48,184,Fair,Warning,1.8759447,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 14:10:00,CELL_005,-96.49,25.44,28.54,197.91,0.23,167,Fair,Warning,2.3976176,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 14:15:00,CELL_009,-96.33,23.41,40.08,182.23,0.59,207,Fair,Warning,1.7645296,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 14:40:00,CELL_001,-97.63,21.51,34.99,180.68,0.51,202,Fair,Warning,1.68059,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 14:45:00,CELL_008,-99.9,22.37,35.19,173.23,0.57,222,Fair,Warning,3.0703719,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 15:00:00,CELL_002,-95.22,25.58,30.4,205.06,0.55,153,Fair,Warning,2.8605406,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 15:15:00,CELL_008,-98.41,23.27,36.25,163.68,0.65,208,Fair,Warning,2.5453084,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 15:15:00,CELL_006,-99.15,24.09,36.0,167.15,0.9,208,Fair,Warning,8.026193,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 15:20:00,CELL_003,-96.96,24.97,31.63,198.3,0.28,174,Fair,Warning,2.2564337,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 15:35:00,CELL_003,-98.63,23.36,36.17,177.22,0.72,193,Fair,Warning,20.55556,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 15:50:00,CELL_002,-96.3,23.16,30.16,190.32,0.39,161,Fair,Warning,2.0549567,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 16:15:00,CELL_007,-96.34,25.12,28.26,191.15,0.8,179,Fair,Warning,1.7619944,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 16:40:00,CELL_006,-94.69,24.03,30.02,190.52,0.36,174,Fair,Warning,2.279519,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 16:45:00,CELL_010,-97.57,24.43,32.29,181.86,0.32,200,Fair,Warning,7.175137,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 16:45:00,CELL_004,-99.74,26.07,34.42,176.14,0.93,205,Fair,Warning,2.9074366,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 16:50:00,CELL_006,-93.3,24.09,32.37,191.77,0.39,179,Fair,Warning,1.7040397,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 16:50:00,CELL_010,-96.78,22.86,31.18,187.38,0.61,184,Fair,Warning,3.5645046,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 16:55:00,CELL_002,-92.33,24.6,26.93,199.71,0.4,148,Fair,Warning,2.2752092,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 17:00:00,CELL_005,-94.85,24.78,27.04,184.06,0.48,156,Fair,Warning,1.9297355,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 17:10:00,CELL_007,-97.04,25.8,30.1,182.41,0.34,177,Fair,Warning,22.043066,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 17:10:00,CELL_003,-93.25,22.79,29.29,197.42,0.4,176,Fair,Warning,33.38483,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 17:15:00,CELL_005,-93.87,24.29,27.96,194.55,0.61,159,Fair,Warning,1.8805898,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 17:25:00,CELL_004,-93.94,23.4,28.42,175.4,0.27,201,Fair,Warning,2.2332032,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 17:25:00,CELL_007,-95.71,24.76,34.92,178.3,0.68,181,Fair,Warning,5.490795,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 17:45:00,CELL_004,-97.81,22.8,31.02,187.87,0.67,193,Fair,Warning,1.7151775,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 17:45:00,CELL_007,-94.61,24.09,27.33,207.55,0.23,154,Fair,Warning,7.5404334,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 17:55:00,CELL_001,-99.63,25.93,32.82,185.78,0.62,176,Fair,Warning,1.7525829,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 18:00:00,CELL_004,-95.62,26.36,33.23,199.59,0.56,182,Fair,Warning,1.6744576,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 18:05:00,CELL_003,-95.64,25.4,34.13,193.3,0.65,174,Fair,Warning,1.718894,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 18:25:00,CELL_005,-98.41,25.69,24.96,198.11,0.13,151,Fair,Warning,1.9609027,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 18:30:00,CELL_003,-96.85,23.32,33.85,171.18,0.77,177,Fair,Warning,2.9442103,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 18:45:00,CELL_010,-99.29,25.47,33.15,167.26,0.36,205,Fair,Warning,1.8645145,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 18:50:00,CELL_009,-98.26,26.58,35.68,172.29,0.55,213,Fair,Warning,2.7658703,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 19:00:00,CELL_001,-95.74,23.87,31.88,184.55,0.41,180,Fair,Warning,17.397322,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 19:05:00,CELL_003,-93.85,24.21,33.06,185.27,0.86,160,Fair,Warning,1.8149352,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 19:10:00,CELL_001,-94.33,25.1,30.3,193.83,0.44,172,Fair,Warning,23.08642,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 19:40:00,CELL_001,-93.52,23.58,32.65,187.33,0.61,172,Fair,Warning,2.487293,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 19:50:00,CELL_004,-100.29,24.31,32.12,176.23,0.57,179,Fair,Warning,2.6800725,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 19:55:00,CELL_001,-93.08,23.93,31.29,176.71,0.31,189,Fair,Warning,6.992661,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 20:05:00,CELL_003,-92.03,25.26,26.93,209.44,0.42,149,Fair,Warning,1.8094794,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 20:05:00,CELL_001,-96.82,23.77,31.91,200.79,0.35,167,Fair,Warning,4.56333,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 20:25:00,CELL_009,-99.65,25.31,27.52,192.94,0.35,184,Fair,Warning,4.669973,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 20:25:00,CELL_006,-92.71,25.85,25.05,208.1,0.2,139,Fair,Warning,1.8809652,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 20:30:00,CELL_001,-96.34,25.8,29.94,193.41,0.37,154,Fair,Warning,1.7370664,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 20:45:00,CELL_008,-98.57,21.86,34.27,190.52,0.65,181,Fair,Warning,1.7722827,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 20:55:00,CELL_008,-97.07,24.45,28.74,173.26,0.3,174,Fair,Warning,2.1813507,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 21:00:00,CELL_010,-98.11,24.43,34.41,188.98,0.72,181,Fair,Warning,2.511034,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 21:05:00,CELL_004,-96.24,25.1,26.5,194.12,0.14,154,Fair,Warning,30.39096,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 21:10:00,CELL_005,-94.15,28.61,25.11,219.03,0.42,140,Fair,Warning,3.1347685,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 21:20:00,CELL_004,-96.77,23.66,31.67,193.68,0.72,180,Fair,Warning,2.0532305,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 21:25:00,CELL_007,-91.06,25.63,23.01,226.71,0.11,125,Fair,Warning,3.645729,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 21:55:00,CELL_010,-97.75,25.27,31.8,184.05,0.43,180,Fair,Warning,22.302904,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:05:00,CELL_010,-97.0,25.68,30.07,182.98,0.57,185,Fair,Warning,1.8641391,True,High Connected Users,Cell overload,Deploy small cells or rebalance users
2026-01-01 22:10:00,CELL_001,-91.77,11.91,29.22,208.98,0.54,143,Fair,Warning,1.839438,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:15:00,CELL_008,-95.28,25.97,25.56,202.25,0.63,151,Fair,Warning,1.7132567,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:25:00,CELL_007,-95.86,25.16,24.15,211.91,0.36,147,Fair,Warning,2.282631,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:35:00,CELL_010,-94.74,24.68,26.65,195.43,0.57,170,Fair,Warning,2.1459448,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:35:00,CELL_006,-93.31,26.28,27.69,192.44,0.34,157,Fair,Warning,1.7736863,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:45:00,CELL_004,-92.71,26.81,28.62,189.83,0.44,158,Fair,Warning,1.8238589,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 22:45:00,CELL_009,-93.58,23.79,31.62,190.54,0.41,179,Fair,Warning,2.0548568,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:05:00,CELL_006,-95.12,24.95,29.46,196.76,0.3,150,Fair,Warning,2.0682411,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:05:00,CELL_007,-93.04,28.97,22.69,214.33,0.42,118,Fair,Warning,1.7173039,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:05:00,CELL_003,-90.76,29.42,25.51,240.0,0.38,124,Fair,Warning,1.8859006,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:10:00,CELL_003,-91.11,25.96,23.86,218.7,0.29,130,Fair,Warning,2.6122787,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:15:00,CELL_009,-97.39,25.09,31.76,190.98,0.86,174,Fair,Warning,1.8482008,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:35:00,CELL_001,-91.73,25.28,25.87,231.42,0.15,134,Fair,Warning,30.911156,True,No abnormal KPI,Unknown,Further investigation required
2026-01-01 23:40:00,CELL_005,-88.52,26.78,23.43,219.63,0.39,110,Fair,Warning,1.6811692,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 00:00:00,CELL_003,-92.16,25.52,21.77,210.92,0.02,136,Fair,Warning,2.1664457,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 00:10:00,CELL_001,-95.46,24.01,27.23,193.98,0.55,155,Fair,Warning,4.997606,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 00:25:00,CELL_004,-93.61,27.96,26.05,191.06,0.41,161,Fair,Warning,2.1670878,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 00:45:00,CELL_010,-94.03,24.87,29.54,204.48,0.63,159,Fair,Warning,2.0224628,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 00:45:00,CELL_004,-92.2,26.7,31.26,195.41,0.51,153,Fair,Warning,1.8791662,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 01:25:00,CELL_010,-94.1,25.47,30.57,207.09,0.69,151,Fair,Warning,8.021382,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 01:30:00,CELL_008,-91.23,25.68,25.39,201.33,0.47,146,Fair,Warning,33.48035,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 01:45:00,CELL_009,-97.72,26.13,27.2,203.35,0.26,164,Fair,Warning,1.8887254,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 01:55:00,CELL_008,-91.12,25.9,30.58,208.65,0.57,142,Fair,Warning,1.6717507,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 02:35:00,CELL_010,-93.88,25.3,28.6,203.28,0.32,149,Fair,Warning,4.1656146,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 02:45:00,CELL_010,-91.28,25.66,24.41,217.1,0.38,137,Fair,Warning,3.2944672,True,No abnormal KPI,Unknown,Further investigation required
2026-01-02 02:45:00,CELL_007,-94.56,26.3,20.92,210.41,0.25,124,Fair,Warning,2.0556314,True,No abnormal KPI,Unknown,Further investigation required
