Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,QoS_Label,KPI_Label,Anomaly
2026-01-01 06:40:00,CELL_002,-87.95,25.61,18.59,221.55,0.0,93,Good,Normal,1.0
2026-01-01 09:35:00,CELL_005,-94.74,26.13,73.48,120.01,0.29,148,Poor,Critical,1.0
2026-01-01 10:05:00,CELL_003,-94.85,23.71,29.35,127.63,4.48,182,Poor,Critical,1.0
2026-01-01 10:20:00,CELL_009,-102.37,22.08,39.62,177.05,0.81,236,Fair,Warning,1.0
2026-01-01 10:45:00,CELL_001,-97.81,23.24,32.67,134.25,4.57,179,Poor,Critical,1.0
2026-01-01 10:50:00,CELL_001,-99.87,24.46,33.57,117.81,4.8,203,Poor,Critical,1.0
2026-01-01 11:05:00,CELL_009,-99.86,21.09,38.29,154.24,0.97,212,Fair,Warning,1.0
2026-01-01 11:45:00,CELL_009,-101.05,22.45,40.77,150.34,0.84,233,Fair,Warning,1.0
2026-01-01 12:00:00,CELL_009,-101.12,23.02,41.18,157.0,0.89,234,Fair,Warning,1.0
2026-01-01 12:50:00,CELL_001,-102.36,21.44,38.81,144.8,0.82,216,Fair,Warning,1.0
2026-01-01 13:00:00,CELL_009,-102.25,24.11,43.86,159.76,1.01,250,Fair,Warning,1.0
2026-01-01 13:15:00,CELL_009,-99.85,23.94,41.1,144.4,1.08,245,Fair,Warning,1.0
2026-01-01 13:25:00,CELL_009,-103.03,19.61,39.85,161.25,1.06,233,Fair,Warning,1.0
2026-01-01 13:40:00,CELL_009,-99.04,24.97,42.51,154.38,1.1,240,Fair,Warning,1.0
2026-01-01 13:50:00,CELL_010,-102.46,23.28,40.26,163.61,0.96,220,Fair,Warning,1.0
2026-01-01 14:00:00,CELL_009,-102.59,23.34,38.24,107.82,4.81,218,Poor,Critical,1.0
2026-01-01 14:30:00,CELL_009,-98.38,19.97,37.94,148.22,0.75,248,Fair,Warning,1.0
2026-01-01 15:25:00,CELL_006,-100.7,22.37,32.88,113.55,4.63,209,Poor,Critical,1.0
2026-01-01 15:40:00,CELL_007,-94.42,25.13,31.83,127.73,4.59,171,Poor,Critical,1.0
2026-01-01 15:45:00,CELL_009,-103.98,21.14,39.94,161.55,0.67,238,Fair,Warning,1.0
2026-01-01 16:25:00,CELL_009,-100.55,23.64,42.25,149.01,1.0,250,Fair,Warning,1.0
2026-01-01 17:30:00,CELL_008,-103.68,19.69,32.94,144.46,0.8,204,Fair,Warning,1.0
2026-01-01 18:10:00,CELL_009,-100.02,25.2,34.99,128.52,4.82,206,Poor,Critical,1.0
2026-01-01 18:45:00,CELL_004,-98.79,22.18,29.32,127.68,4.33,189,Poor,Critical,1.0
2026-01-01 18:45:00,CELL_008,-96.32,27.15,32.2,133.32,4.37,174,Poor,Critical,1.0
2026-01-01 19:00:00,CELL_006,-99.06,26.07,33.15,130.94,4.82,183,Poor,Critical,1.0
2026-01-01 19:40:00,CELL_009,-96.68,21.81,82.14,83.25,0.34,207,Poor,Critical,1.0
2026-01-01 20:35:00,CELL_008,-101.35,21.3,84.93,111.76,0.7,179,Poor,Critical,1.0
2026-01-01 20:50:00,CELL_004,-97.86,24.35,30.34,138.07,4.69,178,Poor,Critical,1.0
2026-01-01 22:55:00,CELL_002,-88.76,24.49,20.31,233.53,0.0,94,Fair,Warning,1.0
2026-01-01 23:05:00,CELL_002,-84.72,28.31,20.42,246.33,0.27,89,Fair,Warning,1.0
2026-01-01 23:20:00,CELL_002,-88.34,25.26,21.58,233.28,0.05,90,Fair,Warning,1.0
2026-01-01 23:25:00,CELL_005,-90.14,26.56,19.4,240.57,0.0,101,Fair,Warning,1.0
2026-01-01 23:40:00,CELL_002,-85.46,28.07,19.95,223.53,0.16,100,Good,Normal,1.0
2026-01-01 23:50:00,CELL_007,-87.8,16.16,21.9,222.87,0.13,111,Fair,Warning,1.0
2026-01-01 23:55:00,CELL_005,-85.89,26.2,20.21,226.96,0.05,96,Fair,Warning,1.0
2026-01-02 00:30:00,CELL_002,-89.53,24.11,17.22,231.23,0.18,89,Good,Normal,1.0
2026-01-02 00:40:00,CELL_005,-88.03,27.27,74.67,130.18,0.38,113,Poor,Critical,1.0
2026-01-02 00:45:00,CELL_002,-85.63,25.78,19.07,232.97,0.11,86,Good,Normal,1.0
2026-01-02 00:50:00,CELL_002,-86.36,29.68,21.65,228.16,0.09,100,Fair,Warning,1.0
2026-01-02 00:55:00,CELL_002,-92.2,26.59,19.69,240.9,0.0,94,Fair,Warning,1.0
2026-01-02 01:05:00,CELL_007,-85.83,25.86,19.74,231.05,0.0,86,Good,Normal,1.0
2026-01-02 01:05:00,CELL_002,-86.88,27.5,18.73,229.65,0.34,83,Good,Normal,1.0
2026-01-02 01:15:00,CELL_002,-89.13,26.35,20.09,249.2,0.17,83,Fair,Warning,1.0
2026-01-02 01:25:00,CELL_002,-85.41,28.24,22.73,237.27,0.17,82,Fair,Warning,1.0
2026-01-02 01:30:00,CELL_002,-90.62,29.24,18.57,235.74,0.35,97,Fair,Warning,1.0
2026-01-02 01:50:00,CELL_002,-90.55,27.47,14.44,231.13,0.33,83,Fair,Warning,1.0
2026-01-02 01:55:00,CELL_002,-87.74,25.09,19.36,238.32,0.11,81,Good,Normal,1.0
2026-01-02 02:05:00,CELL_007,-88.99,22.45,21.11,204.09,0.11,99,Fair,Warning,1.0
2026-01-02 02:10:00,CELL_002,-87.04,27.28,19.35,240.46,0.33,75,Good,Normal,1.0
2026-01-02 02:15:00,CELL_002,-87.68,26.98,21.09,236.45,0.03,85,Fair,Warning,1.0
2026-01-02 02:25:00,CELL_002,-86.93,30.92,20.81,229.15,0.16,81,Fair,Warning,1.0
2026-01-02 02:35:00,CELL_002,-90.74,28.67,23.7,256.82,0.26,82,Fair,Warning,1.0
2026-01-02 02:40:00,CELL_002,-86.71,27.7,19.4,227.76,0.0,90,Good,Normal,1.0
2026-01-02 02:45:00,CELL_002,-90.53,30.18,19.37,232.59,0.0,103,Fair,Warning,1.0
2026-01-02 02:50:00,CELL_002,-90.02,26.86,20.34,238.28,0.1,88,Fair,Warning,1.0
2026-01-02 03:15:00,CELL_005,-90.35,25.76,18.72,233.77,0.11,102,Fair,Warning,1.0
2026-01-02 03:15:00,CELL_002,-91.09,27.79,18.74,245.55,0.24,89,Fair,Warning,1.0
2026-01-02 04:05:00,CELL_005,-91.52,29.92,19.39,241.81,0.1,104,Fair,Warning,1.0
2026-01-02 04:15:00,CELL_005,-112.5,28.36,21.7,237.0,0.24,113,Poor,Critical,1.0
2026-01-02 04:15:00,CELL_002,-87.79,26.44,17.67,239.92,0.11,78,Good,Normal,1.0
2026-01-02 04:25:00,CELL_002,-90.63,28.0,18.35,231.18,0.0,88,Fair,Warning,1.0
2026-01-02 04:35:00,CELL_002,-91.68,29.1,19.95,241.36,0.37,87,Fair,Warning,1.0
2026-01-02 04:55:00,CELL_002,-92.43,27.77,20.59,240.68,0.06,95,Fair,Warning,1.0
2026-01-02 05:00:00,CELL_002,-87.23,27.53,12.55,233.01,0.71,87,Good,Normal,1.0
2026-01-02 05:30:00,CELL_002,-86.95,24.79,20.39,242.21,0.3,92,Fair,Warning,1.0
2026-01-02 05:35:00,CELL_002,-90.8,28.82,23.51,241.18,0.6,103,Fair,Warning,1.0
2026-01-02 07:25:00,CELL_005,-91.76,26.74,26.55,157.65,4.18,131,Poor,Critical,1.0
2026-01-02 07:50:00,CELL_001,-97.53,26.32,34.38,126.83,4.95,187,Poor,Critical,1.0
2026-01-02 08:40:00,CELL_005,-95.72,26.55,71.36,128.01,0.29,137,Poor,Critical,1.0
2026-01-02 09:10:00,CELL_010,-95.15,22.42,30.53,112.65,4.31,182,Poor,Critical,1.0
2026-01-02 10:00:00,CELL_009,-102.49,23.3,39.44,169.05,1.05,232,Fair,Warning,1.0
2026-01-02 10:25:00,CELL_002,-92.49,26.15,79.13,122.0,0.58,137,Poor,Critical,1.0
2026-01-02 10:55:00,CELL_009,-97.63,19.29,39.91,149.53,0.83,212,Fair,Warning,1.0
2026-01-02 11:25:00,CELL_006,-99.15,24.07,34.5,121.44,4.63,201,Poor,Critical,1.0
2026-01-02 11:55:00,CELL_006,-102.88,20.71,33.66,163.38,0.25,210,Fair,Warning,1.0
2026-01-02 12:55:00,CELL_009,-102.09,22.43,37.27,152.59,1.01,223,Fair,Warning,1.0
2026-01-02 13:00:00,CELL_009,-101.08,23.77,40.93,158.04,0.93,237,Fair,Warning,1.0
2026-01-02 13:30:00,CELL_001,-99.04,22.31,29.53,117.94,4.6,198,Poor,Critical,1.0
2026-01-02 13:45:00,CELL_010,-102.82,23.93,41.57,160.51,0.83,239,Fair,Warning,1.0
2026-01-02 13:50:00,CELL_009,-100.94,23.85,40.32,142.04,0.65,247,Fair,Warning,1.0
2026-01-02 13:55:00,CELL_004,-103.4,22.39,40.61,156.71,0.88,226,Fair,Warning,1.0
2026-01-02 14:20:00,CELL_009,-101.24,22.42,41.6,148.83,0.8,233,Fair,Warning,1.0
2026-01-02 14:25:00,CELL_009,-103.38,21.35,41.54,148.89,0.91,252,Fair,Warning,1.0
2026-01-02 15:40:00,CELL_010,-101.46,24.73,87.66,83.63,0.55,209,Poor,Critical,1.0
2026-01-02 15:45:00,CELL_009,-104.65,25.65,39.15,163.68,0.98,233,Fair,Warning,1.0
2026-01-02 15:55:00,CELL_001,-96.55,26.63,81.37,105.2,0.58,189,Poor,Critical,1.0
2026-01-02 16:05:00,CELL_009,-102.33,23.87,36.79,151.51,0.96,222,Fair,Warning,1.0
2026-01-02 18:05:00,CELL_001,-92.6,24.44,81.31,112.36,0.33,168,Poor,Critical,1.0
2026-01-02 19:05:00,CELL_003,-97.03,23.13,28.03,116.95,4.42,169,Poor,Critical,1.0
2026-01-02 20:00:00,CELL_006,-93.73,26.58,27.59,144.17,4.08,161,Poor,Critical,1.0
2026-01-02 20:50:00,CELL_003,-93.85,26.76,73.55,133.34,0.1,151,Poor,Critical,1.0
2026-01-02 21:40:00,CELL_001,-94.6,24.92,30.2,127.46,4.44,158,Poor,Critical,1.0
2026-01-02 21:50:00,CELL_002,-91.56,28.69,19.75,233.36,0.07,107,Fair,Warning,1.0
2026-01-02 22:55:00,CELL_003,-87.44,30.37,21.56,217.85,0.07,113,Fair,Warning,1.0
2026-01-02 23:20:00,CELL_002,-93.96,29.15,20.62,244.78,0.16,94,Fair,Warning,1.0
2026-01-02 23:45:00,CELL_002,-92.0,29.29,21.65,234.66,0.04,94,Fair,Warning,1.0
2026-01-02 23:55:00,CELL_002,-91.9,29.1,23.1,244.27,0.27,88,Fair,Warning,1.0
2026-01-03 00:10:00,CELL_002,-86.29,28.03,20.3,223.6,0.01,101,Fair,Warning,1.0
2026-01-03 00:15:00,CELL_002,-88.1,27.99,21.63,246.48,0.33,82,Fair,Warning,1.0
2026-01-03 00:40:00,CELL_002,-88.3,28.51,20.92,247.19,0.26,96,Fair,Warning,1.0
2026-01-03 00:50:00,CELL_002,-87.49,30.49,19.06,230.3,0.21,96,Good,Normal,1.0
2026-01-03 01:00:00,CELL_006,-92.11,27.55,75.47,130.37,0.23,137,Poor,Critical,1.0
2026-01-03 01:45:00,CELL_002,-84.78,28.06,19.19,247.09,0.16,77,Good,Normal,1.0
2026-01-03 01:50:00,CELL_002,-88.03,28.98,20.75,244.41,0.18,90,Fair,Warning,1.0
2026-01-03 01:55:00,CELL_002,-86.51,29.51,19.84,242.89,0.32,81,Good,Normal,1.0
2026-01-03 02:00:00,CELL_002,-87.7,29.12,21.83,237.09,0.05,98,Fair,Warning,1.0
2026-01-03 02:05:00,CELL_002,-87.1,29.12,24.42,241.7,0.18,106,Fair,Warning,1.0
2026-01-03 02:30:00,CELL_002,-86.38,25.29,18.6,213.99,0.14,90,Good,Normal,1.0
2026-01-03 02:35:00,CELL_002,-88.01,27.18,20.21,228.21,0.16,82,Fair,Warning,1.0
2026-01-03 02:50:00,CELL_005,-85.86,30.64,21.53,248.58,0.12,92,Fair,Warning,1.0
2026-01-03 03:05:00,CELL_002,-91.38,28.05,20.37,238.2,0.15,87,Fair,Warning,1.0
2026-01-03 03:10:00,CELL_002,-89.55,29.68,22.48,238.45,0.19,91,Fair,Warning,1.0
2026-01-03 03:35:00,CELL_002,-91.52,29.16,21.23,251.78,0.46,94,Fair,Warning,1.0
2026-01-03 03:45:00,CELL_002,-90.91,28.72,18.93,239.89,0.11,92,Fair,Warning,1.0
2026-01-03 03:50:00,CELL_003,-93.22,26.04,25.02,143.06,4.53,126,Poor,Critical,1.0
2026-01-03 04:00:00,CELL_002,-88.51,27.45,18.6,221.57,0.0,91,Good,Normal,1.0
2026-01-03 04:10:00,CELL_002,-85.99,28.93,19.98,241.88,0.13,85,Good,Normal,1.0
2026-01-03 04:20:00,CELL_002,-88.56,28.95,22.57,246.54,0.32,85,Fair,Warning,1.0
2026-01-03 04:25:00,CELL_010,-95.49,20.9,28.24,132.76,4.43,163,Poor,Critical,1.0
2026-01-03 04:40:00,CELL_002,-88.89,24.26,19.6,228.86,0.0,89,Good,Normal,1.0
2026-01-03 04:50:00,CELL_002,-91.21,27.25,19.4,234.07,0.09,86,Fair,Warning,1.0
2026-01-03 05:10:00,CELL_001,-89.96,21.74,27.59,145.08,4.16,162,Poor,Critical,1.0
2026-01-03 05:15:00,CELL_002,-90.12,28.28,17.3,242.08,0.36,90,Fair,Warning,1.0
2026-01-03 06:15:00,CELL_010,-95.12,24.44,82.35,117.55,0.49,172,Poor,Critical,1.0
2026-01-03 06:55:00,CELL_007,-93.25,26.24,80.98,121.92,0.54,146,Poor,Critical,1.0
2026-01-03 08:35:00,CELL_001,-95.0,24.71,31.63,131.56,4.61,163,Poor,Critical,1.0
2026-01-03 08:35:00,CELL_007,-92.22,26.23,28.64,141.24,4.42,143,Poor,Critical,1.0
2026-01-03 09:25:00,CELL_005,-95.06,29.23,25.7,146.83,4.58,149,Poor,Critical,1.0
2026-01-03 10:40:00,CELL_004,-100.01,23.7,34.44,106.1,4.59,204,Poor,Critical,1.0
2026-01-03 10:55:00,CELL_009,-101.65,20.6,39.27,159.75,0.39,237,Fair,Warning,1.0
2026-01-03 11:10:00,CELL_004,-101.54,23.72,39.65,94.52,4.98,225,Poor,Critical,1.0
2026-01-03 11:45:00,CELL_009,-103.33,19.07,42.4,150.5,0.6,240,Fair,Warning,1.0
2026-01-03 11:55:00,CELL_010,-96.48,25.64,85.24,92.57,0.76,216,Poor,Critical,1.0
2026-01-03 12:45:00,CELL_009,-101.72,20.45,39.52,156.14,0.97,230,Fair,Warning,1.0
2026-01-03 13:00:00,CELL_009,-103.72,19.98,39.85,158.61,0.77,248,Fair,Warning,1.0
2026-01-03 13:05:00,CELL_005,-98.52,25.27,79.6,101.58,0.32,174,Poor,Critical,1.0
2026-01-03 13:15:00,CELL_009,-102.82,21.74,38.57,158.5,0.92,230,Fair,Warning,1.0
2026-01-03 13:25:00,CELL_009,-101.52,23.41,40.28,147.85,0.86,238,Fair,Warning,1.0
2026-01-03 13:35:00,CELL_001,-97.9,22.57,35.04,122.97,4.76,211,Poor,Critical,1.0
2026-01-03 13:45:00,CELL_009,-102.85,21.87,40.0,156.61,0.78,248,Fair,Warning,1.0
2026-01-03 13:45:00,CELL_008,-101.56,21.76,39.6,144.42,0.36,226,Fair,Warning,1.0
2026-01-03 14:00:00,CELL_002,-94.36,24.69,80.41,115.45,0.49,156,Poor,Critical,1.0
2026-01-03 14:10:00,CELL_010,-101.66,20.13,40.74,154.03,0.85,230,Fair,Warning,1.0
2026-01-03 14:15:00,CELL_009,-102.49,21.0,36.98,158.56,0.88,236,Fair,Warning,1.0
2026-01-03 14:25:00,CELL_009,-103.93,23.63,37.33,110.27,4.88,223,Poor,Critical,1.0
2026-01-03 15:20:00,CELL_009,-95.87,21.18,37.37,158.39,1.0,226,Fair,Warning,1.0
2026-01-03 15:30:00,CELL_009,-97.96,19.78,38.58,148.46,0.45,231,Fair,Warning,1.0
2026-01-03 16:25:00,CELL_009,-103.37,25.76,39.31,161.03,0.93,225,Fair,Warning,1.0
2026-01-03 17:00:00,CELL_009,-103.5,22.23,42.02,146.16,0.96,242,Fair,Warning,1.0
2026-01-03 19:25:00,CELL_001,-92.08,24.15,80.71,126.17,0.87,155,Poor,Critical,1.0
2026-01-03 20:50:00,CELL_005,-92.33,23.97,28.34,132.01,4.39,147,Poor,Critical,1.0
2026-01-03 21:20:00,CELL_002,-90.81,28.32,74.52,154.57,0.42,105,Poor,Critical,1.0
2026-01-03 22:05:00,CELL_005,-93.21,30.65,27.74,242.73,0.3,111,Fair,Warning,1.0
2026-01-03 22:30:00,CELL_007,-93.56,23.57,24.5,143.9,4.38,131,Poor,Critical,1.0
2026-01-03 23:15:00,CELL_002,-89.23,28.68,20.53,239.47,0.0,87,Fair,Warning,1.0
2026-01-03 23:40:00,CELL_002,-90.44,28.33,18.93,229.85,0.39,82,Fair,Warning,1.0
2026-01-04 00:00:00,CELL_002,-89.27,26.34,17.85,236.42,0.32,85,Good,Normal,1.0
2026-01-04 00:15:00,CELL_002,-87.8,28.06,20.59,244.74,0.03,91,Fair,Warning,1.0
2026-01-04 00:20:00,CELL_002,-89.71,28.45,15.77,241.69,0.24,84,Good,Normal,1.0
2026-01-04 00:25:00,CELL_002,-90.1,30.49,20.08,246.1,0.28,107,Fair,Warning,1.0
2026-01-04 00:30:00,CELL_002,-85.16,25.0,19.41,212.82,0.64,91,Good,Normal,1.0
2026-01-04 00:45:00,CELL_005,-92.58,28.89,20.67,239.35,0.12,101,Fair,Warning,1.0
2026-01-04 00:55:00,CELL_002,-88.36,25.21,17.39,245.28,0.26,84,Good,Normal,1.0
2026-01-04 01:05:00,CELL_002,-86.44,30.39,20.48,247.01,0.0,85,Fair,Warning,1.0
2026-01-04 01:15:00,CELL_002,-90.31,29.47,16.86,228.84,0.55,78,Fair,Warning,1.0
2026-01-04 01:55:00,CELL_002,-87.67,28.79,18.82,233.65,0.28,91,Good,Normal,1.0
2026-01-04 02:35:00,CELL_005,-88.49,25.93,19.53,224.44,0.09,93,Good,Normal,1.0
2026-01-04 02:35:00,CELL_002,-91.1,28.08,23.17,243.39,0.15,83,Fair,Warning,1.0
2026-01-04 02:40:00,CELL_002,-86.23,29.68,24.26,240.74,0.19,93,Fair,Warning,1.0
2026-01-04 02:50:00,CELL_005,-89.25,28.22,20.26,239.94,0.11,101,Fair,Warning,1.0
2026-01-04 02:50:00,CELL_002,-90.08,27.69,18.49,232.73,0.06,81,Fair,Warning,1.0
2026-01-04 03:10:00,CELL_002,-90.74,28.85,25.47,242.63,0.62,90,Fair,Warning,1.0
2026-01-04 03:20:00,CELL_002,-89.28,27.03,20.39,237.91,0.0,96,Fair,Warning,1.0
2026-01-04 03:30:00,CELL_002,-87.47,28.53,17.74,229.21,0.28,99,Good,Normal,1.0
2026-01-04 03:45:00,CELL_002,-89.76,28.38,18.17,244.15,0.17,88,Good,Normal,1.0
2026-01-04 04:00:00,CELL_002,-87.31,29.86,21.16,233.67,0.39,85,Fair,Warning,1.0
2026-01-04 04:10:00,CELL_010,-96.55,23.64,79.14,104.33,0.72,180,Poor,Critical,1.0
2026-01-04 04:20:00,CELL_007,-92.43,27.93,23.66,161.7,4.27,117,Poor,Critical,1.0
2026-01-04 04:20:00,CELL_002,-89.19,25.8,19.28,239.03,0.15,88,Good,Normal,1.0
2026-01-04 04:40:00,CELL_002,-88.43,28.99,19.07,242.49,0.14,95,Good,Normal,1.0
2026-01-04 05:00:00,CELL_002,-86.87,29.92,20.64,234.67,0.26,87,Fair,Warning,1.0
2026-01-04 05:00:00,CELL_008,-94.76,24.38,27.74,128.82,4.41,146,Poor,Critical,1.0
2026-01-04 05:40:00,CELL_002,-90.15,29.02,73.75,151.73,0.21,111,Poor,Critical,1.0
2026-01-04 08:30:00,CELL_009,-103.03,21.09,36.94,148.11,0.86,226,Fair,Warning,1.0
2026-01-04 09:40:00,CELL_001,-94.34,25.03,81.99,103.89,0.54,179,Poor,Critical,1.0
2026-01-04 10:40:00,CELL_009,-101.41,22.22,40.24,156.95,0.96,232,Fair,Warning,1.0
2026-01-04 10:50:00,CELL_009,-103.43,22.19,38.8,153.22,0.7,227,Fair,Warning,1.0
2026-01-04 11:05:00,CELL_009,-102.53,21.31,38.62,145.9,0.65,228,Fair,Warning,1.0
2026-01-04 11:40:00,CELL_008,-100.67,23.74,40.22,159.23,1.04,227,Fair,Warning,1.0
2026-01-04 11:45:00,CELL_007,-95.18,24.06,82.62,103.23,0.53,173,Poor,Critical,1.0
2026-01-04 12:00:00,CELL_009,-98.16,24.01,36.52,116.19,4.71,216,Poor,Critical,1.0
2026-01-04 12:35:00,CELL_009,-105.17,21.5,39.64,161.63,0.78,236,Poor,Critical,1.0
2026-01-04 12:40:00,CELL_009,-102.42,21.43,38.13,151.51,0.66,240,Fair,Warning,1.0
2026-01-04 12:55:00,CELL_009,-100.62,22.01,85.65,66.29,0.77,234,Poor,Critical,1.0
2026-01-04 13:20:00,CELL_009,-102.16,22.74,40.17,163.25,1.01,236,Fair,Warning,1.0
2026-01-04 13:40:00,CELL_009,-103.58,22.08,38.29,137.44,0.75,249,Fair,Warning,1.0
2026-01-04 13:45:00,CELL_009,-105.08,22.81,40.86,144.25,0.65,242,Poor,Critical,1.0
2026-01-04 13:55:00,CELL_009,-102.21,23.78,88.91,93.6,0.78,229,Poor,Critical,1.0
2026-01-04 14:10:00,CELL_002,-94.51,24.32,78.53,115.69,0.46,163,Poor,Critical,1.0
2026-01-04 14:15:00,CELL_009,-104.45,23.82,38.29,157.48,0.81,236,Fair,Warning,1.0
2026-01-04 14:25:00,CELL_010,-97.85,23.99,83.09,102.04,0.84,203,Poor,Critical,1.0
2026-01-04 14:40:00,CELL_001,-105.21,23.02,39.14,173.98,1.16,222,Poor,Critical,1.0
2026-01-04 15:00:00,CELL_004,-100.69,24.83,40.77,138.42,0.8,241,Fair,Warning,1.0
2026-01-04 16:00:00,CELL_009,-103.9,21.0,37.89,150.81,0.73,230,Fair,Warning,1.0
2026-01-04 17:15:00,CELL_010,-99.21,24.7,30.78,110.94,4.41,197,Poor,Critical,1.0
2026-01-04 17:45:00,CELL_002,-92.62,24.42,27.39,148.17,4.41,131,Poor,Critical,1.0
2026-01-04 18:10:00,CELL_006,-98.98,23.31,33.68,114.1,4.6,186,Poor,Critical,1.0
2026-01-04 19:25:00,CELL_002,-90.99,26.37,72.55,139.1,0.0,122,Poor,Critical,1.0
2026-01-04 19:30:00,CELL_008,-93.11,27.2,82.65,128.65,0.59,161,Poor,Critical,1.0
2026-01-04 19:55:00,CELL_009,-98.16,26.17,33.57,126.56,4.43,182,Poor,Critical,1.0
2026-01-04 19:55:00,CELL_005,-95.31,13.57,20.92,221.07,0.12,120,Fair,Warning,1.0
2026-01-04 20:05:00,CELL_002,-94.63,28.55,17.0,230.29,0.0,110,Fair,Warning,1.0
2026-01-04 21:30:00,CELL_004,-97.44,26.12,79.39,118.86,0.67,166,Poor,Critical,1.0
2026-01-04 22:15:00,CELL_004,-95.48,26.77,30.04,143.45,4.65,167,Poor,Critical,1.0
2026-01-04 22:25:00,CELL_002,-89.48,28.47,20.96,243.88,0.15,86,Fair,Warning,1.0
2026-01-04 22:40:00,CELL_002,-89.98,26.13,19.66,242.94,0.13,100,Good,Normal,1.0
2026-01-04 23:25:00,CELL_002,-89.82,29.08,22.55,240.08,0.62,105,Fair,Warning,1.0
2026-01-04 23:55:00,CELL_002,-88.32,24.69,20.8,253.49,0.09,70,Fair,Warning,1.0
2026-01-05 00:15:00,CELL_002,-87.48,29.14,17.85,248.64,0.03,80,Good,Normal,1.0
2026-01-05 00:35:00,CELL_002,-86.29,28.32,20.95,223.3,0.01,81,Fair,Warning,1.0
2026-01-05 00:55:00,CELL_002,-86.58,30.9,20.49,247.78,0.33,67,Fair,Warning,1.0
2026-01-05 01:10:00,CELL_002,-87.8,24.43,18.82,235.88,0.0,98,Good,Normal,1.0
2026-01-05 01:10:00,CELL_010,-100.52,25.24,79.59,124.14,0.7,158,Poor,Critical,1.0
2026-01-05 01:15:00,CELL_002,-87.13,26.44,20.67,235.77,0.29,82,Fair,Warning,1.0
2026-01-05 01:20:00,CELL_005,-92.09,31.36,22.2,240.14,0.15,107,Fair,Warning,1.0
2026-01-05 01:25:00,CELL_002,-88.2,28.55,25.43,231.33,0.07,78,Fair,Warning,1.0
2026-01-05 01:25:00,CELL_004,-91.93,24.22,28.7,152.05,4.43,139,Poor,Critical,1.0
